CustomerID,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Tenure_Group,Revenue_Segment
8780-RSYYU,California,Dixon,95620,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.2,532.1,No,0,23,2159,Not Churned,2+ Years,Low
5537-UXXVS,California,Citrus Heights,95621,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,No,0,68,4137,Not Churned,1-2 Years,Low
1791-PQHBB,California,El Dorado,95623,Female,No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2,125.95,No,0,31,5056,Not Churned,0-6 Months,Medium
8701-DGLVH,California,Elk Grove,95624,Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,No,0,65,6097,Not Churned,2+ Years,Low
8741-LQOBK,California,Elmira,95625,Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,No,0,33,4829,Not Churned,2+ Years,Low
8082-GHXOP,California,Esparto,95627,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.0,659.35,No,0,24,5611,Not Churned,1-2 Years,Low
0980-FEXWF,California,Fiddletown,95629,Male,No,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,No,0,48,3386,Not Churned,2+ Years,Low
3011-WQKSZ,California,Foresthill,95631,Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,No,0,31,5188,Not Churned,1-2 Years,Low
8218-FFJDS,California,Georgetown,95634,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,No,0,27,6114,Not Churned,2+ Years,High
1986-PHGZF,California,Greenwood,95635,Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4,964.9,No,0,54,2812,Not Churned,1-2 Years,Medium
9360-OMDZZ,California,Herald,95638,Male,No,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,No,0,69,3192,Not Churned,1-2 Years,High
0345-XMMUG,California,Ione,95640,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,4854.3,No,0,45,5119,Not Churned,2+ Years,High
8024-XNAFQ,California,Isleton,95641,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,No,0,56,5294,Not Churned,2+ Years,High
2988-GBIVW,California,Knights Landing,95645,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.85,6470.1,No,0,64,5129,Not Churned,2+ Years,High
2832-SCUCO,California,Kirkwood,95646,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.9,57.4,No,0,40,2822,Not Churned,0-6 Months,Low
7036-ZZKBD,California,Lincoln,95648,Male,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,No,0,79,3282,Not Churned,2+ Years,Medium
0265-PSUAE,California,Lotus,95651,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,No,0,72,3337,Not Churned,1-2 Years,High
0463-TXOAK,California,Madison,95653,Male,No,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1334.5,No,0,76,5662,Not Churned,2+ Years,Low
0594-UFTUL,California,Mather,95655,Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252,No,0,31,2928,Not Churned,1-2 Years,Low
9509-MPYOD,California,Newcastle,95658,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,700.45,No,0,67,4261,Not Churned,2+ Years,Low
9128-CPXKI,California,Nicolaus,95659,Female,No,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.8,5655.45,No,0,45,5470,Not Churned,2+ Years,High
0129-KPTWJ,California,North Highlands,95660,Male,No,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,6747.35,No,0,20,5943,Not Churned,2+ Years,High
5855-EIBDE,California,Orangevale,95662,Female,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,No,0,57,5948,Not Churned,2+ Years,High
5365-LLFYV,California,Penryn,95663,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,No,0,65,2245,Not Churned,0-6 Months,Low
5956-YHHRX,California,Pilot Hill,95664,Male,Yes,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,No,0,22,4934,Not Churned,1-2 Years,High
6008-NAIXK,California,Pine Grove,95665,Male,Yes,No,No,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.45,2966.95,No,0,58,4521,Not Churned,2+ Years,Medium
1928-BXYIV,California,Placerville,95667,Male,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,No,0,28,4592,Not Churned,0-6 Months,Medium
5760-FXFVO,California,Pleasant Grove,95668,Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,No,0,35,4093,Not Churned,0-6 Months,Medium
0961-ZWLVI,California,Rancho Cordova,95670,Male,No,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.2,5290.45,No,0,44,6005,Not Churned,2+ Years,High
5181-OABFK,California,Rescue,95672,Female,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,No,0,72,4173,Not Churned,2+ Years,Medium
4007-NHVHI,California,Rio Linda,95673,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.85,5219.65,No,0,57,5679,Not Churned,2+ Years,High
7816-VGHTO,California,Rio Oso,95674,Female,No,Yes,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,40.55,217.5,No,0,30,2866,Not Churned,0-6 Months,Low
5871-DGTXZ,California,River Pines,95675,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,607.7,No,0,38,4636,Not Churned,2+ Years,Low
7550-WIQVA,California,Rocklin,95677,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,108.25,5431.4,No,0,71,4972,Not Churned,2+ Years,High
7544-ZVIKX,California,Roseville,95678,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6004.85,No,0,75,5870,Not Churned,2+ Years,High
0016-QLJIS,California,Sheridan,95681,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,No,0,25,5509,Not Churned,2+ Years,High
7508-DQAKK,California,Shingle Springs,95682,Female,No,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.4,5442.05,No,0,33,6474,Not Churned,2+ Years,High
5176-OLSKT,California,Sloughhouse,95683,Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25,No,0,61,5546,Not Churned,2+ Years,Medium
9356-AXGMP,California,Somerset,95684,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.7,4428.6,No,0,60,5461,Not Churned,2+ Years,High
3556-BVQGL,California,Sutter Creek,95685,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,416.45,No,0,71,3585,Not Churned,1-2 Years,Low
8979-CAMGB,California,Vacaville,95687,Male,Yes,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.1,6688.1,No,0,47,6100,Not Churned,2+ Years,High
7581-EBBOU,California,Volcano,95689,Female,No,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,4224.7,No,0,62,4260,Not Churned,2+ Years,Medium
5073-RZGBK,California,West Sacramento,95691,Female,No,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,No,0,26,5823,Not Churned,2+ Years,Medium
2192-CKRLV,California,Wilton,95693,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,49.2,3580.95,No,0,33,4700,Not Churned,2+ Years,Low
3154-HMWUU,California,Winters,95694,Male,No,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.5,1198.8,No,0,63,5848,Not Churned,2+ Years,Low
6119-SPUDB,California,Woodland,95695,Male,No,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.25,1755.35,No,0,73,2653,Not Churned,2+ Years,Low
6522-OIQSX,California,Alta,95701,Female,No,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95,3772.5,No,0,23,4175,Not Churned,2+ Years,Medium
7813-ZGGAW,California,Applegate,95703,Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,No,0,40,3364,Not Churned,2+ Years,High
8748-HFWBO,California,Camino,95709,Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,357.7,No,0,29,5964,Not Churned,1-2 Years,Low
1052-QJIBV,California,Colfax,95713,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1397.3,No,0,53,6015,Not Churned,2+ Years,Low
1319-YLZJG,California,Dutch Flat,95714,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,No,0,31,2499,Not Churned,6-12 Months,High
0723-FDLAY,California,Gold Run,95717,Male,No,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.25,3704.15,No,0,57,2292,Not Churned,2+ Years,High
3050-RLLXC,California,Kyburz,95720,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),81.25,4620.4,No,0,62,5907,Not Churned,2+ Years,Medium
9298-WGMRW,California,Echo Lake,95721,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,No,0,44,4697,Not Churned,2+ Years,High
3088-LHEFH,California,Pollock Pines,95726,Female,No,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,No,0,33,3885,Not Churned,6-12 Months,Medium
6583-KQJLK,California,Twin Bridges,95735,Female,Yes,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,No,0,70,5868,Not Churned,1-2 Years,High
8544-JNBOX,California,Weimar,95736,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.8,1521.2,No,0,57,4626,Not Churned,2+ Years,Low
6681-ZSEXG,California,Rancho Cordova,95742,Male,No,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,No,0,71,5477,Not Churned,2+ Years,Medium
6139-ZZRBQ,California,Granite Bay,95746,Male,Yes,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1198.05,No,0,44,4309,Not Churned,2+ Years,Low
6116-RFVHN,California,Roseville,95747,Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,No,0,42,3744,Not Churned,2+ Years,High
8884-FEEWR,California,El Dorado Hills,95762,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.6,754,No,0,70,2858,Not Churned,2+ Years,Low
3125-RAHBV,California,Rocklin,95765,Male,No,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.3,467.15,No,0,55,2768,Not Churned,1-2 Years,Low
0373-AIVNJ,California,Sacramento,95814,Male,No,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373,No,0,67,3755,Not Churned,6-12 Months,Low
1682-VCOIO,California,Sacramento,95816,Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,481.1,No,0,43,3434,Not Churned,1-2 Years,Low
2072-ZVJJX,California,Sacramento,95818,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.25,1728.2,No,0,70,4571,Not Churned,2+ Years,Low
8849-AYPTR,California,Sacramento,95819,Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.25,2964.05,No,0,57,3296,Not Churned,2+ Years,High
9518-IMLHK,California,Sacramento,95820,Male,No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,No,0,77,3175,Not Churned,2+ Years,Medium
3646-ITDGM,California,Sacramento,95822,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,No,0,56,4831,Not Churned,2+ Years,Low
3569-VLDHH,California,Sacramento,95824,Male,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.1,5013,No,0,23,6123,Not Churned,2+ Years,Medium
8224-KDLKN,California,Sacramento,95825,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,No,0,41,4275,Not Churned,2+ Years,Low
7594-LZNWR,California,Sacramento,95826,Male,Yes,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.15,2275.1,No,0,63,4478,Not Churned,2+ Years,Medium
4001-TSBTV,California,Sacramento,95827,Female,No,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.55,5511.65,No,0,49,6423,Not Churned,2+ Years,High
8727-XDPUD,California,Sacramento,95829,Male,No,No,No,37,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),35.8,1316.9,No,0,68,5658,Not Churned,2+ Years,Low
1043-UXOVO,California,Sacramento,95830,Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.15,7993.3,No,0,35,4955,Not Churned,2+ Years,High
1064-FBXNK,California,Sacramento,95831,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,19.85,No,0,20,2618,Not Churned,0-6 Months,Low
3996-ZNWYK,California,Sacramento,95832,Male,Yes,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,1388.45,No,0,69,5819,Not Churned,2+ Years,Low
2878-DHMIN,California,Sacramento,95833,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,666,No,0,30,2334,Not Churned,2+ Years,Low
7762-ONLJY,California,Sacramento,95834,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,No,0,51,4122,Not Churned,0-6 Months,Low
5795-BKOYE,California,Sacramento,95837,Female,No,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,No,0,71,5846,Not Churned,2+ Years,Medium
7402-PWYJJ,California,Sacramento,95841,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,0,44,6439,Not Churned,2+ Years,High
0018-NYROU,California,Antelope,95843,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,351.5,No,0,57,5536,Not Churned,0-6 Months,Medium
7501-VTYLJ,California,Sacramento,95864,Female,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.55,106.2,No,0,72,4057,Not Churned,0-6 Months,Medium
7608-RGIRO,California,Marysville,95901,Male,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.4,1413,No,0,66,4889,Not Churned,2+ Years,Low
0480-BIXDE,California,Beale Afb,95903,Female,No,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,1743.05,No,0,66,3249,Not Churned,1-2 Years,High
5895-QSXOD,California,Alleghany,95910,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.05,657.5,No,0,63,3522,Not Churned,6-12 Months,Medium
9814-AOUDH,California,Arbuckle,95912,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,No,0,57,5625,Not Churned,2+ Years,Low
6175-IRFIT,California,Bangor,95914,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,No,0,66,2610,Not Churned,0-6 Months,Medium
8760-ZRHKE,California,Berry Creek,95916,Female,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,69.2,4982.5,No,0,65,5546,Not Churned,2+ Years,Medium
1622-HSHSF,California,Biggs,95917,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,No,0,58,5607,Not Churned,0-6 Months,Low
6749-UTDVX,California,Brownsville,95919,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.65,7634.8,No,0,63,6088,Not Churned,2+ Years,High
5542-DHSXL,California,Butte City,95920,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.7,235.05,No,0,37,3475,Not Churned,0-6 Months,Medium
9102-OXKFY,California,Camptonville,95922,Male,No,No,No,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),54.15,3116.15,No,0,64,4293,Not Churned,2+ Years,Medium
5216-WASFJ,California,Challenge,95925,Female,Yes,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,0,30,5603,Not Churned,2+ Years,High
7808-DVWEP,California,Chico,95926,Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,49.65,No,0,44,3985,Not Churned,0-6 Months,Low
2284-VFLKH,California,Clipper Mills,95930,Male,No,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No,0,43,4995,Not Churned,2+ Years,High
0366-NQSHS,California,Colusa,95932,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No,0,52,5863,Not Churned,0-6 Months,Low
3807-BPOMJ,California,Dobbins,95935,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,0,63,6021,Not Churned,2+ Years,High
3892-NXAZG,California,Downieville,95936,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No,0,72,6254,Not Churned,2+ Years,High
4948-WBBKL,California,Dunnigan,95937,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,0,23,5041,Not Churned,2+ Years,Medium
4182-BGSIQ,California,Durham,95938,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No,0,49,3196,Not Churned,6-12 Months,Low
0988-AADSA,California,Forbestown,95941,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,No,0,56,6317,Not Churned,2+ Years,Medium
9972-NKTFD,California,Forest Ranch,95942,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,0,73,3185,Not Churned,2+ Years,Medium
3717-LNXKW,California,Glenn,95943,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,0,36,3676,Not Churned,2+ Years,High
5734-EJKXG,California,Goodyears Bar,95944,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No,0,76,5536,Not Churned,2+ Years,High
2207-RYYRL,California,Grass Valley,95945,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No,0,28,5535,Not Churned,2+ Years,Low
6729-FZWSY,California,Penn Valley,95946,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,No,0,57,5343,Not Churned,2+ Years,Low
9695-IDRZR,California,Greenville,95947,Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No,0,46,5104,Not Churned,2+ Years,High
8144-DGHXP,California,Gridley,95948,Female,No,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No,0,53,4231,Not Churned,2+ Years,Medium
7814-LEEVE,California,Grass Valley,95949,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No,0,54,4215,Not Churned,0-6 Months,Low
8631-WUXGY,California,Magalia,95954,Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No,0,46,2405,Not Churned,2+ Years,High
5906-DVAPM,California,Meridian,95957,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,No,0,65,5011,Not Churned,2+ Years,Medium
6654-QGBZZ,California,Nevada City,95959,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,0,54,5057,Not Churned,0-6 Months,Low
8348-JLBUG,California,North San Juan,95960,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,0,34,4270,Not Churned,2+ Years,Medium
5641-DMBFJ,California,Oregon House,95962,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,0,69,5724,Not Churned,2+ Years,High
9200-NLNPD,California,Orland,95963,Male,No,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,0,27,6445,Not Churned,2+ Years,Medium
2664-XJZNO,California,Oroville,95965,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,0,35,5169,Not Churned,2+ Years,High
3339-EAQNV,California,Palermo,95968,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,0,69,6156,Not Churned,2+ Years,High
0921-OHLVP,California,Paradise,95969,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,0,59,5357,Not Churned,1-2 Years,Medium
8350-NYMVI,California,Chico,95973,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,0,42,3618,Not Churned,2+ Years,Low
1600-DILPE,California,Richvale,95974,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,0,35,4998,Not Churned,6-12 Months,Low
